population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,All Population,1,Deaths,4867,Punjab,3,Both,22,All ages,294,All causes,3,Rate,2019,704.0985166691651,736.776920088223,680.1512778873033
1,All Population,1,Deaths,4851,Gujarat,3,Both,22,All ages,294,All causes,1,Number,2019,435401.56847003655,454537.8893029352,418264.2023154718
1,All Population,1,Deaths,4851,Gujarat,3,Both,22,All ages,294,All causes,2,Percent,2019,1.0,1.0,1.0
1,All Population,1,Deaths,4851,Gujarat,3,Both,22,All ages,294,All causes,3,Rate,2019,628.5278417641993,656.1522494453043,603.7890430490245
1,All Population,1,Deaths,4852,Haryana,3,Both,22,All ages,294,All causes,1,Number,2019,197554.8722961347,204523.52637060382,190293.10490005097
1,All Population,1,Deaths,4852,Haryana,3,Both,22,All ages,294,All causes,2,Percent,2019,1.0,1.0,1.0
1,All Population,1,Deaths,4852,Haryana,3,Both,22,All ages,294,All causes,3,Rate,2019,686.801816098851,711.0284232104979,661.556197108287
1,All Population,1,Deaths,4868,Rajasthan,3,Both,22,All ages,294,All causes,1,Number,2019,472049.71063940827,490533.9740653463,452563.7879525064
1,All Population,1,Deaths,4868,Rajasthan,3,Both,22,All ages,294,All causes,2,Percent,2019,1.0,1.0,1.0
1,All Population,1,Deaths,4868,Rajasthan,3,Both,22,All ages,294,All causes,3,Rate,2019,579.859365908559,602.5651806307683,555.9231267398804
1,All Population,1,Deaths,4873,Uttar Pradesh,3,Both,22,All ages,294,All causes,1,Number,2019,1664837.6666348898,1710838.671758263,1610817.1253748944
1,All Population,1,Deaths,4873,Uttar Pradesh,3,Both,22,All ages,294,All causes,2,Percent,2019,1.0,1.0,1.0
1,All Population,1,Deaths,4873,Uttar Pradesh,3,Both,22,All ages,294,All causes,3,Rate,2019,680.2473082846883,699.0431708127237,658.1746891214813
1,All Population,1,Deaths,4872,Tripura,3,Both,22,All ages,294,All causes,1,Number,2019,25872.009270711296,26878.271200179614,24842.731669710334
1,All Population,1,Deaths,4872,Tripura,3,Both,22,All ages,294,All causes,2,Percent,2019,1.0,1.0,1.0
1,All Population,1,Deaths,4872,Tripura,3,Both,22,All ages,294,All causes,3,Rate,2019,642.8097856047473,667.811130045204,617.2365992664056
1,All Population,1,Deaths,4849,Delhi,3,Both,22,All ages,294,All causes,1,Number,2020,130851.73708517381,137047.59863039124,125381.18034908136
1,All Population,1,Deaths,4849,Delhi,3,Both,22,All ages,294,All causes,2,Percent,2020,1.0,1.0,1.0
1,All Population,1,Deaths,4849,Delhi,3,Both,22,All ages,294,All causes,3,Rate,2020,662.9102259486806,694.2991862206659,635.195744790302
1,All Population,1,Deaths,4851,Gujarat,3,Both,22,All ages,294,All causes,1,Number,2020,498882.0857747727,516379.0349755858,484242.8250889747
1,All Population,1,Deaths,4851,Gujarat,3,Both,22,All ages,294,All causes,2,Percent,2020,1.0,1.0,1.0
1,All Population,1,Deaths,4851,Gujarat,3,Both,22,All ages,294,All causes,3,Rate,2020,712.1887061171954,737.1668121018455,691.2901482743357
1,All Population,1,Deaths,4846,Chhattisgarh,3,Both,22,All ages,294,All causes,1,Number,2019,271640.3597062286,282699.83121103386,261169.2216686376
1,All Population,1,Deaths,4846,Chhattisgarh,3,Both,22,All ages,294,All causes,2,Percent,2019,1.0,1.0,1.0
1,All Population,1,Deaths,4846,Chhattisgarh,3,Both,22,All ages,294,All causes,3,Rate,2019,857.0343697471737,891.927370187565,823.9975809640642
1,All Population,1,Deaths,4859,Madhya Pradesh,3,Both,22,All ages,294,All causes,1,Number,2019,578384.0924471907,600149.3515908995,558199.9883657112
1,All Population,1,Deaths,4859,Madhya Pradesh,3,Both,22,All ages,294,All causes,2,Percent,2019,1.0,1.0,1.0
1,All Population,1,Deaths,4859,Madhya Pradesh,3,Both,22,All ages,294,All causes,3,Rate,2019,649.0907099042659,673.5167404492371,626.4391283374283
1,All Population,1,Deaths,44538,Other Union Territories,3,Both,22,All ages,294,All causes,1,Number,2020,26645.154611364047,27924.407861480562,25448.575468154417
1,All Population,1,Deaths,44538,Other Union Territories,3,Both,22,All ages,294,All causes,2,Percent,2020,1.0,1.0,1.0
1,All Population,1,Deaths,44538,Other Union Territories,3,Both,22,All ages,294,All causes,3,Rate,2020,698.7419543231459,732.2890636981244,667.3628889274424
1,All Population,1,Deaths,4875,West Bengal,3,Both,22,All ages,294,All causes,1,Number,2019,586429.3861487694,611179.8074408937,564375.6876574561
1,All Population,1,Deaths,4875,West Bengal,3,Both,22,All ages,294,All causes,2,Percent,2019,1.0,1.0,1.0
1,All Population,1,Deaths,4875,West Bengal,3,Both,22,All ages,294,All causes,3,Rate,2019,588.6451786634906,613.4891181174447,566.5081514352605
1,All Population,1,Deaths,163,India,3,Both,22,All ages,294,All causes,1,Number,2020,9948299.193141824,10063799.612807253,9832061.739138663
1,All Population,1,Deaths,163,India,3,Both,22,All ages,294,All causes,2,Percent,2020,1.0,1.0,1.0
1,All Population,1,Deaths,163,India,3,Both,22,All ages,294,All causes,3,Rate,2020,708.2847845818442,716.5080183501079,700.0090764964125
1,All Population,1,Deaths,4856,Karnataka,3,Both,22,All ages,294,All causes,1,Number,2019,498871.8681601373,518332.93003088405,478188.82324008347
1,All Population,1,Deaths,4856,Karnataka,3,Both,22,All ages,294,All causes,2,Percent,2019,1.0,1.0,1.0
1,All Population,1,Deaths,4856,Karnataka,3,Both,22,All ages,294,All causes,3,Rate,2019,743.087297331472,772.0752375055046,712.279170172667
1,All Population,1,Deaths,4855,Jharkhand,3,Both,22,All ages,294,All causes,1,Number,2019,220946.31798346672,231128.21146690895,211960.1635047497
1,All Population,1,Deaths,4855,Jharkhand,3,Both,22,All ages,294,All causes,2,Percent,2019,1.0,1.0,1.0
1,All Population,1,Deaths,4855,Jharkhand,3,Both,22,All ages,294,All causes,3,Rate,2019,580.571322371332,607.3258545032877,556.9587831973037
1,All Population,1,Deaths,4874,Uttarakhand,3,Both,22,All ages,294,All causes,1,Number,2019,111267.15629977085,115997.64654200991,106684.73350958929
1,All Population,1,Deaths,4874,Uttarakhand,3,Both,22,All ages,294,All causes,2,Percent,2019,1.0,1.0,1.0
1,All Population,1,Deaths,4874,Uttarakhand,3,Both,22,All ages,294,All causes,3,Rate,2019,932.4670062684542,972.1105652579448,894.0643167173266
1,All Population,1,Deaths,4857,Kerala,3,Both,22,All ages,294,All causes,1,Number,2019,268488.65359147626,277795.11540404416,258456.53149273674
1,All Population,1,Deaths,4857,Kerala,3,Both,22,All ages,294,All causes,2,Percent,2019,1.0,1.0,1.0
1,All Population,1,Deaths,4857,Kerala,3,Both,22,All ages,294,All causes,3,Rate,2019,763.947022134138,790.4272614038917,735.4020177158901
1,All Population,1,Deaths,4861,Manipur,3,Both,22,All ages,294,All causes,1,Number,2019,18964.575363798995,19929.00480717375,18203.844569866047
1,All Population,1,Deaths,4861,Manipur,3,Both,22,All ages,294,All causes,2,Percent,2019,1.0,1.0,1.0
1,All Population,1,Deaths,4861,Manipur,3,Both,22,All ages,294,All causes,3,Rate,2019,544.122453765307,571.7933984158418,522.2959325641114
1,All Population,1,Deaths,4850,Goa,3,Both,22,All ages,294,All causes,1,Number,2020,13164.970377555337,13543.530342880378,12838.786129533497
1,All Population,1,Deaths,4850,Goa,3,Both,22,All ages,294,All causes,2,Percent,2020,1.0,1.0,1.0
1,All Population,1,Deaths,4850,Goa,3,Both,22,All ages,294,All causes,3,Rate,2020,884.4678561779527,909.9008128321257,862.5536798225883
1,All Population,1,Deaths,4841,Andhra Pradesh,3,Both,22,All ages,294,All causes,1,Number,2020,483155.8637642017,500486.1122219432,468060.7741483156
1,All Population,1,Deaths,4841,Andhra Pradesh,3,Both,22,All ages,294,All causes,2,Percent,2020,1.0,1.0,1.0
1,All Population,1,Deaths,4841,Andhra Pradesh,3,Both,22,All ages,294,All causes,3,Rate,2020,912.7573313013195,945.4968932510366,884.2403355513214
1,All Population,1,Deaths,4852,Haryana,3,Both,22,All ages,294,All causes,1,Number,2020,222267.86126763042,229667.53968600486,214190.25106607782
1,All Population,1,Deaths,4852,Haryana,3,Both,22,All ages,294,All causes,2,Percent,2020,1.0,1.0,1.0
1,All Population,1,Deaths,4852,Haryana,3,Both,22,All ages,294,All causes,3,Rate,2020,767.081652561305,792.6191167597581,739.2045382236082
1,All Population,1,Deaths,4864,Nagaland,3,Both,22,All ages,294,All causes,1,Number,2020,9031.649825051572,9457.197897879565,8714.459157270216
1,All Population,1,Deaths,4864,Nagaland,3,Both,22,All ages,294,All causes,2,Percent,2020,1.0,1.0,1.0
1,All Population,1,Deaths,4864,Nagaland,3,Both,22,All ages,294,All causes,3,Rate,2020,493.47973949515085,516.7312335399415,476.14877880257956
1,All Population,1,Deaths,4873,Uttar Pradesh,3,Both,22,All ages,294,All causes,1,Number,2021,1732364.6039226747,1783982.361978316,1683657.6845872528
1,All Population,1,Deaths,4873,Uttar Pradesh,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,All Population,1,Deaths,4873,Uttar Pradesh,3,Both,22,All ages,294,All causes,3,Rate,2021,686.4663274842878,706.9203662733483,667.165736855993
1,All Population,1,Deaths,4869,Sikkim,3,Both,22,All ages,294,All causes,1,Number,2020,3356.0271561736295,3472.5552902335585,3248.836599511388
1,All Population,1,Deaths,4869,Sikkim,3,Both,22,All ages,294,All causes,2,Percent,2020,1.0,1.0,1.0
1,All Population,1,Deaths,4869,Sikkim,3,Both,22,All ages,294,All causes,3,Rate,2020,486.2901781542367,503.17516878005534,470.75820762180416
1,All Population,1,Deaths,4860,Maharashtra,3,Both,22,All ages,294,All causes,1,Number,2019,714379.9642373109,730909.1488305907,697831.9966707879
1,All Population,1,Deaths,4860,Maharashtra,3,Both,22,All ages,294,All causes,2,Percent,2019,1.0,1.0,1.0
1,All Population,1,Deaths,4860,Maharashtra,3,Both,22,All ages,294,All causes,3,Rate,2019,576.4668611800631,589.8050392328691,563.1135262609255
1,All Population,1,Deaths,4859,Madhya Pradesh,3,Both,22,All ages,294,All causes,1,Number,2020,624619.2022769459,643954.1068475333,606012.4881882175
1,All Population,1,Deaths,4859,Madhya Pradesh,3,Both,22,All ages,294,All causes,2,Percent,2020,1.0,1.0,1.0
1,All Population,1,Deaths,4859,Madhya Pradesh,3,Both,22,All ages,294,All causes,3,Rate,2020,690.7991953539064,712.1826822382635,670.2210525849711
1,All Population,1,Deaths,4870,Tamil Nadu,3,Both,22,All ages,294,All causes,1,Number,2020,634286.7591041542,654816.8362915287,615895.0902874285
1,All Population,1,Deaths,4870,Tamil Nadu,3,Both,22,All ages,294,All causes,2,Percent,2020,1.0,1.0,1.0
1,All Population,1,Deaths,4870,Tamil Nadu,3,Both,22,All ages,294,All causes,3,Rate,2020,789.5289767145387,815.0838075555782,766.6359314908751
1,All Population,1,Deaths,4843,Assam,3,Both,22,All ages,294,All causes,1,Number,2020,214203.4382179259,222580.7688266295,205189.22416173777
1,All Population,1,Deaths,4843,Assam,3,Both,22,All ages,294,All causes,2,Percent,2020,1.0,1.0,1.0
1,All Population,1,Deaths,4843,Assam,3,Both,22,All ages,294,All causes,3,Rate,2020,585.0330506281308,607.9132402408866,560.4134030996845
1,All Population,1,Deaths,4874,Uttarakhand,3,Both,22,All ages,294,All causes,1,Number,2021,145419.6341325888,151212.37617377716,139897.11413941858
1,All Population,1,Deaths,4874,Uttarakhand,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,All Population,1,Deaths,4874,Uttarakhand,3,Both,22,All ages,294,All causes,3,Rate,2021,1196.6770838370717,1244.346311549124,1151.2315485056233
1,All Population,1,Deaths,4842,Arunachal Pradesh,3,Both,22,All ages,294,All causes,1,Number,2020,6597.165499367112,6833.221885543554,6332.47117278809
1,All Population,1,Deaths,4842,Arunachal Pradesh,3,Both,22,All ages,294,All causes,2,Percent,2020,1.0,1.0,1.0
1,All Population,1,Deaths,4842,Arunachal Pradesh,3,Both,22,All ages,294,All causes,3,Rate,2020,387.3912632977565,401.25269843367437,371.8481835355411
1,All Population,1,Deaths,4853,Himachal Pradesh,3,Both,22,All ages,294,All causes,1,Number,2021,61371.19947184014,63949.21263535406,58182.8953733839
1,All Population,1,Deaths,4853,Himachal Pradesh,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,All Population,1,Deaths,4853,Himachal Pradesh,3,Both,22,All ages,294,All causes,3,Rate,2021,796.2069245097808,829.6531004022537,754.8430629186689
1,All Population,1,Deaths,4861,Manipur,3,Both,22,All ages,294,All causes,1,Number,2020,21310.117639338918,22301.84735587445,20408.22888072376
1,All Population,1,Deaths,4861,Manipur,3,Both,22,All ages,294,All causes,2,Percent,2020,1.0,1.0,1.0
1,All Population,1,Deaths,4861,Manipur,3,Both,22,All ages,294,All causes,3,Rate,2020,600.4951939062448,628.4410240753966,575.080981082441
1,All Population,1,Deaths,44538,Other Union Territories,3,Both,22,All ages,294,All causes,1,Number,2021,35343.7533273829,37386.26823942549,33593.14540503985
1,All Population,1,Deaths,44538,Other Union Territories,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,All Population,1,Deaths,44538,Other Union Territories,3,Both,22,All ages,294,All causes,3,Rate,2021,922.2302965461953,975.5259699169593,876.551399672848
1,All Population,1,Deaths,4871,Telangana,3,Both,22,All ages,294,All causes,1,Number,2020,453363.3951883326,469703.2696097346,438966.154217995
1,All Population,1,Deaths,4871,Telangana,3,Both,22,All ages,294,All causes,2,Percent,2020,1.0,1.0,1.0
1,All Population,1,Deaths,4871,Telangana,3,Both,22,All ages,294,All causes,3,Rate,2020,1171.8655405554377,1214.1012745707292,1134.651176203849
1,All Population,1,Deaths,4873,Uttar Pradesh,3,Both,22,All ages,294,All causes,1,Number,2020,1697878.4319655949,1739081.2595385932,1653018.3336563949
1,All Population,1,Deaths,4873,Uttar Pradesh,3,Both,22,All ages,294,All causes,2,Percent,2020,1.0,1.0,1.0
1,All Population,1,Deaths,4873,Uttar Pradesh,3,Both,22,All ages,294,All causes,3,Rate,2020,682.9048766137846,699.4770948304351,664.8616649656691
1,All Population,1,Deaths,4841,Andhra Pradesh,3,Both,22,All ages,294,All causes,1,Number,2021,539628.5043971386,563706.7812135259,519060.05347028223
1,All Population,1,Deaths,4841,Andhra Pradesh,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,All Population,1,Deaths,4841,Andhra Pradesh,3,Both,22,All ages,294,All causes,3,Rate,2021,1018.8702429144436,1064.3323331283036,980.0350397673584
1,All Population,1,Deaths,44538,Other Union Territories,3,Both,22,All ages,294,All causes,1,Number,2022,23337.466505829427,25396.444800641595,21156.5482963162
1,All Population,1,Deaths,44538,Other Union Territories,3,Both,22,All ages,294,All causes,2,Percent,2022,1.0,1.0,1.0
1,All Population,1,Deaths,44538,Other Union Territories,3,Both,22,All ages,294,All causes,3,Rate,2022,606.0466074439005,659.5158565614023,549.4107218966002
1,All Population,1,Deaths,4860,Maharashtra,3,Both,22,All ages,294,All causes,1,Number,2020,812739.9530521834,826110.3940635689,797967.9582085764
1,All Population,1,Deaths,4860,Maharashtra,3,Both,22,All ages,294,All causes,2,Percent,2020,1.0,1.0,1.0
1,All Population,1,Deaths,4860,Maharashtra,3,Both,22,All ages,294,All causes,3,Rate,2020,651.4008081515403,662.1170477647792,639.5612408422196
1,All Population,1,Deaths,4869,Sikkim,3,Both,22,All ages,294,All causes,1,Number,2021,4423.249906699106,4654.6725477650525,4212.840405346289
1,All Population,1,Deaths,4869,Sikkim,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,All Population,1,Deaths,4869,Sikkim,3,Both,22,All ages,294,All causes,3,Rate,2021,636.3633300872974,669.6576014110317,606.0921734067542
1,All Population,1,Deaths,4842,Arunachal Pradesh,3,Both,22,All ages,294,All causes,1,Number,2022,8834.646669916907,9482.333524395439,8276.694796309432
1,All Population,1,Deaths,4842,Arunachal Pradesh,3,Both,22,All ages,294,All causes,2,Percent,2022,1.0,1.0,1.0
1,All Population,1,Deaths,4842,Arunachal Pradesh,3,Both,22,All ages,294,All causes,3,Rate,2022,500.8649284747107,537.584408286737,469.23281734361905
1,All Population,1,Deaths,4862,Meghalaya,3,Both,22,All ages,294,All causes,1,Number,2020,15472.735237930872,16133.419052880368,14877.926483009229
1,All Population,1,Deaths,4862,Meghalaya,3,Both,22,All ages,294,All causes,2,Percent,2020,1.0,1.0,1.0
1,All Population,1,Deaths,4862,Meghalaya,3,Both,22,All ages,294,All causes,3,Rate,2020,445.52913688209355,464.5531740222637,428.40193686767697
1,All Population,1,Deaths,4853,Himachal Pradesh,3,Both,22,All ages,294,All causes,1,Number,2020,48450.7127155016,50002.686244172386,47000.51476593683
1,All Population,1,Deaths,4853,Himachal Pradesh,3,Both,22,All ages,294,All causes,2,Percent,2020,1.0,1.0,1.0
1,All Population,1,Deaths,4853,Himachal Pradesh,3,Both,22,All ages,294,All causes,3,Rate,2020,630.802256843985,651.008118627612,611.921458437003
1,All Population,1,Deaths,4865,Odisha,3,Both,22,All ages,294,All causes,1,Number,2020,342679.10794685263,355325.6877966835,329363.8935671721
1,All Population,1,Deaths,4865,Odisha,3,Both,22,All ages,294,All causes,2,Percent,2020,1.0,1.0,1.0
1,All Population,1,Deaths,4865,Odisha,3,Both,22,All ages,294,All causes,3,Rate,2020,728.9454317647593,755.8471786037061,700.621368610778
1,All Population,1,Deaths,4872,Tripura,3,Both,22,All ages,294,All causes,1,Number,2020,28395.882972250267,29599.289881670422,27162.864467071904
1,All Population,1,Deaths,4872,Tripura,3,Both,22,All ages,294,All causes,2,Percent,2020,1.0,1.0,1.0
1,All Population,1,Deaths,4872,Tripura,3,Both,22,All ages,294,All causes,3,Rate,2020,701.1541612282599,730.8688125745604,670.7083372113722
1,All Population,1,Deaths,4849,Delhi,3,Both,22,All ages,294,All causes,1,Number,2021,144181.80602967282,151475.79795897106,137788.73405283963
1,All Population,1,Deaths,4849,Delhi,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,All Population,1,Deaths,4849,Delhi,3,Both,22,All ages,294,All causes,3,Rate,2021,724.6725847632601,761.3329383141034,692.5403475441216
1,All Population,1,Deaths,4850,Goa,3,Both,22,All ages,294,All causes,1,Number,2021,17314.716329937422,18259.064984201625,16346.266018290695
1,All Population,1,Deaths,4850,Goa,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,All Population,1,Deaths,4850,Goa,3,Both,22,All ages,294,All causes,3,Rate,2021,1168.127655599456,1231.8376095226884,1102.7916968374602
1,All Population,1,Deaths,4867,Punjab,3,Both,22,All ages,294,All causes,1,Number,2020,256821.68170940212,265500.40545980807,247077.278921984
1,All Population,1,Deaths,4867,Punjab,3,Both,22,All ages,294,All causes,2,Percent,2020,1.0,1.0,1.0
1,All Population,1,Deaths,4867,Punjab,3,Both,22,All ages,294,All causes,3,Rate,2020,827.1980435009152,855.1513816250063,795.8122552482009
1,All Population,1,Deaths,163,India,3,Both,22,All ages,294,All causes,1,Number,2021,11359805.045531457,11492426.464007003,11216982.082201248
1,All Population,1,Deaths,163,India,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,All Population,1,Deaths,163,India,3,Both,22,All ages,294,All causes,3,Rate,2021,801.3605233384474,810.7161037282056,791.2852901649638
1,All Population,1,Deaths,4874,Uttarakhand,3,Both,22,All ages,294,All causes,1,Number,2020,117598.79008279117,122275.88481284604,113358.90899937013
1,All Population,1,Deaths,4874,Uttarakhand,3,Both,22,All ages,294,All causes,2,Percent,2020,1.0,1.0,1.0
1,All Population,1,Deaths,4874,Uttarakhand,3,Both,22,All ages,294,All causes,3,Rate,2020,974.7471361031696,1013.5144116014523,939.6038158311408
1,All Population,1,Deaths,4854,Jammu & Kashmir and Ladakh,3,Both,22,All ages,294,All causes,1,Number,2021,78845.14785231015,82485.76362405643,75561.25406498347
1,All Population,1,Deaths,4854,Jammu & Kashmir and Ladakh,3,Both,22,All ages,294,All causes,2,Percent,2021,1.0,1.0,1.0
1,All Population,1,Deaths,4854,Jammu & Kashmir and Ladakh,3,Both,22,All ages,294,All causes,3,Rate,2021,559.9402853229038,585.7951094878756,536.6188194580653
