state_name_harmonized,cause_group,dalys_n,deaths_n,Incidence,Prevalence,ylds_n,ylls_n,yll_fraction,yld_fraction,yld_yll_ratio
Bihar,unintentional_all,2310027.0844503785,38730.05675829591,9026184.044198353,13702693.083397686,591484.314940421,1718542.7695099583,0.7439491861710569,0.2560508138289435,0.3441778263738426
Bihar,violence,297302.0502860132,4065.524312009757,414272.764116982,4374453.108549765,72953.6223932307,224348.4278927825,0.7546144659175837,0.24538553408241617,0.3251800027236906
Chhattisgarh,all_injuries,1645771.4187351032,31089.09877161408,2479655.8810006343,4917638.537641125,202006.3841631562,1443765.034571948,0.8772573263434044,0.12274267365659626,0.1399163848174559
Chhattisgarh,burns,50919.936666462425,843.082303315818,23508.82539729692,219761.8843311572,8473.481194274858,42446.45547218756,0.8335920712199986,0.16640792878000135,0.19962753308876371
Chhattisgarh,drowning,120123.55963757544,2155.6782059427933,4633.442809353106,10520.17478289815,556.5645304594472,119566.9951071159,0.9953667329528133,0.004633267047185889,0.004654834136802053
Chhattisgarh,falls,267395.5030090031,5915.133191923855,1009060.9921733204,2030906.05226904,98217.53146560933,169177.9715433939,0.632688170293192,0.36731182970680837,0.5805574482870346
Chhattisgarh,intentional_all,474639.97027009807,8134.03738420799,232038.0910312704,1440723.7856904606,33477.90733451962,441162.0629355783,0.929466733879431,0.07053326612056866,0.07588573485161237
Chhattisgarh,other_transport,68516.77923595297,1344.6468860699747,9568.939717117211,37898.58921994907,2548.202460542553,65968.57677541037,0.9628090740843599,0.037190925915639494,0.03862751911744122
Chhattisgarh,other_unintentional,5774.720085466708,134.66569044454047,38727.15162950221,4467.431694971312,137.9576697506005,4460.51965865878,0.7724217958000443,0.02388993192896048,0.03092860928945722
Chhattisgarh,poisoning,10158.390182866486,174.80683503390915,2543.2031407550908,3442.1138126814417,332.317055890182,9826.073126976304,0.9672864450067413,0.032713554993258696,0.03381992496858643
Chhattisgarh,road,427133.6880982952,8321.169183531429,136473.61455029764,309979.0766254396,20589.338367488963,406544.3497308066,0.9517965008586482,0.04820349914135265,0.05064475347184679
Chhattisgarh,self_harm,292381.88184225804,5693.122735919931,33816.80111846368,99644.602094727,5951.80054948892,310108.5869906606,1.0606286033755203,0.020356256386296727,0.0191926338036817
Chhattisgarh,transport_all,495650.4673342481,9665.816069601406,146042.55426741485,347230.9816824456,23137.54082803152,472512.92650621687,0.9533188358472218,0.04668116415277871,0.04896700075299866
Chhattisgarh,unintentional_all,675480.9811307573,13289.24531780468,2101575.2357019484,3392192.4625751786,145390.93600060517,530090.0451301519,0.7847593935846714,0.21524060641532838,0.2742759222443191
Chhattisgarh,violence,143849.3733554518,2283.887216216369,129924.59534866204,1259089.1990444364,22886.67021651832,120962.70313893356,0.8408983669329912,0.15910163306700933,0.18920435491782525
Delhi,all_injuries,456728.3587921682,8306.834649177921,1320687.7002917654,3075805.995551736,115773.20845298698,340955.15033918194,0.7465162689718853,0.25348373102811633,0.3395555349077903
Delhi,burns,16180.061420401906,250.4032173425728,12235.13097767789,121591.17396036974,3646.951021485038,12533.110398916857,0.7746021521966225,0.22539784780337682,0.29098531054192395
Delhi,drowning,14118.86020947384,245.6792951925672,1081.4630313137125,2741.657012910641,129.42577761065198,13989.4344318632,0.9908331284756403,0.009166871524360479,0.009251680490804106
Delhi,falls,136404.2393157524,2657.4939678234323,677703.6459503523,1470452.5767901826,67270.132513069,69134.10680268341,0.5068325379730304,0.4931674620269696,0.9730382820315534
Delhi,intentional_all,95335.3837030484,1537.5671062496858,68398.21171711839,808574.0057052175,13627.60675260541,81707.77695044302,0.8570561503685474,0.14294384963145285,0.16678469616020464
Delhi,other_transport,17343.29137326899,347.74969069897105,4995.921806440483,21659.84901870698,1281.881950199948,16061.409423069046,0.9260877348704588,0.07391226512954154,0.07981129902328357
Delhi,other_unintentional,10319.736546974134,9.889017414638442,59062.54914601328,210451.43865585024,4914.648074927591,562.9240834668805,0.054548299843171506,0.4762377462405881,8.730569928114903
Delhi,poisoning,1505.157292513716,24.26472489725837,1791.246040983404,2570.3111592974687,224.93808804350792,1280.2192044702094,0.8505550953629275,0.14944490463707344,0.17570279156731883
Delhi,road,120321.0693340191,2415.0583904702366,63616.67466704328,153460.39838958267,1927.1651967771647,110903.21380975464,0.9217272953407696,0.01601685563005785,0.01737700045449592
Delhi,self_harm,60121.48139188229,1092.0518264890486,10251.496990099688,30866.23311749417,1574.8491491990694,56073.49245438298,0.9326698404000757,0.026194450182189095,0.028085447869690725
Delhi,transport_all,137664.360707288,2762.8080811692103,68612.59647348375,174839.90006617914,10699.737474464528,126964.62323282358,0.9222766341303471,0.07772336586965373,0.08427337633132419
Delhi,unintentional_all,223728.6143818324,4006.459461759031,1183676.8921011635,2235552.268458636,91445.86422591691,132282.75015591542,0.5912643338958491,0.40873566610415063,0.691290921288936
