year,cause_group,data_source,n_states,mean_rate_per_lakh,median_rate_per_lakh,min_rate_per_lakh,max_rate_per_lakh,top_bottom_ratio,cv,iqr,gini,p25,p75,note
2023,total_accidental,ncrb_adsi_2023,36,31.92,32.05,3.2,75.4,23.56,0.569,29.55,0.318,16.2,45.75,Inter-state inequality in accidental death rate per lakh pop. (NCRB 2023 Table 11); GBD DALY-based metrics pending injury-specific re-download
